AAL,0.02
AAPL,0.1
AEHR,0.02
AVGO,0.1
BRK-B,0.06
COKE,0.1
EADSY,0.02
FUN,0.02
JNJ,0.1
LEA,0.02
M,0.02
META,0.1
MRVL,0.02
MTCH,0.02
RYCEY,0.02
SCHW,0.02
TNL,0.02
TSLA,0.1
WMT,0.1
XOM,0.02
